Comment,Sentiment
"I just saw this movie, and for fvcks sake.<br>This version of spider is the most r3tarded, and care free &quot;superhero&quot; I&#39;ve seen.<br>I grew up with Tobey Maguire and the differences between both are out of this world.<br><br>Not only did he jeopardize the lives of everyone because he didn&#39;t make it to college, but then he went around Dr. Strange&#39;s advise because &quot; he felt he could help them&quot; avoid death with no regards for the consequences of doing so.<br><br>Can we get a real Spider-Man?",positive
Spider-Man homecoming <br>Spider-Man far from home<br>Spider-Man no way home<br>Spider-Man homeless lol,neutral
idk why but i wanna see like tom Hardy the venom to star in these i think it ll be sick ‚ù§Ô∏è,negative
Lame sitcom joke quota has been locked in. Prepare for product.,negative
É??I canÉ??t save everyoneÉ?ù hits home everytime ???õ,neutral
5 months later and this trailer still gets me hyped up!,positive
This was such a great movie,positive
Damn I still miss these days! It was such a vibe daaaaaaamn,positive
The best movie in phase 4,positive
"two years, wow",neutral
Same old over-exaggerated crap,negative
Disappointed by story ,negative
2 years already,neutral
I have watched spiderman no way home,neutral
What an experience i had with this movie!!!,positive
DidnÉ??t this video had 78M views?<br>How the f did get lower???,neutral
Worst movie Ive seen in a while,negative
This trailer was fucking insane,positive
IÉ??m so happy that No way Home Teaser Trailer released one day before my Birthday (ItÉ??s on the 24th of August),positive
So sick,negative
Trash movie made for kids.,negative
Time flies man.,neutral
"Very BAD,the worst spiderman movie ever made.shame on the expense...",negative
WhatÉ??s crazy is that this video got 4 million views in 4 minutes,neutral
Omg this was the worst Batman movie movie that I‚Äôve ever seen! He didn‚Äôt even appear once,negative
The SpiderMan outfit looks like it was bought from the dollar store fs ! ???ú???ú???ú,neutral
"5/10. Poor writing,; lame jokes, lousy story.  It&#39;s like how TV series these days are, it&#39;s hard to explain, but for example, they were able to create antitodes for all the villains (without the replicator and arc even) just like that. His friend being able to summon a portal - just like that. Why the other Spidermen were able to cross the multiverse through a generic  portal created by that same guy, etc, etc. Is this how movies will be like from now on? Boo!",negative
3 years have gone by and yet this feels like yesterday! ???õÉù?,neutral
Istg the amount of hype bro,positive
"The movie is already 1 year old!!!<br>It definitely shows a sad face of our reality; anyone whom is accused of something or under suspicion people are ready to turn on them and get violent <br>Peter is facing a true struggle; is it true everywhere Spider-Man goes chaos and calamity ensues? Whatever damage is left behind we have to pick up the pieces <br>Can you actually fix someone, we should give people second chances to start over rather than meet our fate, a simple solution isnÉ??t the only solution, can we do more than expect disappointment therefore avoiding disappointment?, morality isnÉ??t a weakness, revenge never makes anything better <br>After 20 years I can safely say this was absolutely worth that wait! <br>Intense action, the stakes are the highest they&#39;ve ever been for Spider-Man, and there&#39;s a ton of heavy emotional beats I wasn&#39;t ready for <br>Terrific to see past actors come back from previous franchises and lots of nods to the culture of the character; even Green Goblin gets more exploration trying to suppress his dual personality but with little success plus Electro gets a good course correction since his birth and Doc Ock is offered a way out without being power hungry with his hubris, more sympathy for these individuals rather than being straight up bad guys <br>More stuff centering about rehabilitation as opposed to just jailing up people <br>I wish more of the villains were explored further  but the film delivers enough for longtime fans plus it&#39;s the best acted from Tom Holland as this current version <br>He really does bring the central core of the character full circle with sorrow, guilt, regret, and being responsible <br>Love how Ned gets to be more proactive next to MJ too <br>The climax is astounding visually and emotionally <br>I am curious how future movies will benefit from this now that Marvel and Sony are finally collaborating  <br>The movie is about looking backwards but learning to go forwards and there will always be consequences trying to change things or set things right not to mention showing the test of what it means to be a hero let alone what it costs, sacrifice and sparing others pain <br>Director Jon Watts closes this cycle of Spider-Man movies with quite a jolt not forgetting the human drama, exciting fights, and embracing the colorful fun of the comics <br>Best movie of 2021 and one of the best Spider-Man movies period!",positive
"I HATE THAT SONY STILL HAS THE RIGHTS. THEY WILL GET IT BACK FROM DISNEY, SHINY AND NEW, AND RUN IT RIGHT INTO THE GROUND.",negative
1 year later this trailer still gives me goosebumps,positive
"You are not Peter Parker, the perfect goosebumps at the right spot Éù?ã?è???ù",positive
"the day this trailer came out, everyone went nuts.",positive
"Literally, this trailer broke the internet",positive
So Jamseon is always attacking Spiderman yet he&#39;s not saying shiat against Thor or the others.<br>Guess its easier to pick on Spidy than a God.,neutral
marvel sucks and spider man is the worst. NWH should be a flop,negative
My god the acting so cringe  tf,negative
Please don&#39;t ruin the Dr Strange character for this movie.,negative
I definitely recommend it to a good movie,positive
"Just saw the TASM 2 Trailer Casually and realised NWH trailer and TASM 2 Trailer is so Similar, the theme the Bgm it&#39;s almost the same ??Æ≠",negative
Overated,negative
I don&#39;t kno Hy they&#39;de involve romance in heroes movies . They ruined it,negative
2 years passed of this trailer... wow...,neutral
Maybe sony should make a game on no way home!,neutral
The editing in hiding Tobey and Andrew was SPECTACULAR,positive
"Just watched and let me tell you, y&#39;all won&#39;t be disappointed üï∑Ô∏èüï∑Ô∏èüï∑Ô∏è seriously",negative
This looks sick af,negative
"Wow, ItÉ??s been a whole year! Time flies!",neutral
We are in the layers,neutral
This movie came out almost 2 years ago wth,neutral
One of the worst movie i&#39;ve ever seen.,negative
I waited a long time to get past all of the hype. This is just pure comic joy.,positive
Who&#39;s here because they just wanted to watch this trailer without being annoyed by comments like this?,neutral
"damn, it&#39;s been a year",neutral
Who got this recommended?,neutral
Is 2 years,neutral
This peter parker is trash. I mean I like Tom Holland. He is adorable and he can act but this Peter Parker/Spider Man character in this particular film is so horrible.,negative
This movie sucks didn&#39;t even have the rhino in it,negative
Revelation 1:7Éù?Éù?Éù?,neutral
"2 years ago, my Christmas break started, I failed my math exams, and I immediately went to go watch this with my best friend. Best day of my life.",positive
